roi_a_idx,roi_b_idx,dist_um,noise_corr,signal_corr,total_corr,cx_a,cy_a,cx_b,cy_b
1,19,47.15597900870848,0.38888636,0.56103027,0.23782238,-458.73502,-81.56271,-414.56396,-98.073456
255,1026,31.599002710884154,0.38880923,0.1280024,0.23460218,-97.166016,124.25247,-128.40723,128.99417
522,551,28.989712494649194,0.38873422,-0.04456395,0.21333942,263.94373,-128.05898,292.8745,-126.21153
959,1180,13.566284275385309,0.38846982,0.101741545,0.19239019,574.56934,35.326477,587.672,38.842773
669,700,43.69067594150607,0.38800997,0.37945843,0.41774464,438.2978,35.150543,448.67743,77.59036
882,1138,19.61146783653124,0.3878049,-0.04050369,0.073373735,195.68066,293.5199,200.3504,274.4725
676,710,37.01722922825161,0.38762397,0.06827137,0.1372625,406.06665,173.89465,442.5625,180.08563
559,603,39.514825507482044,0.387614,0.024725229,0.32001066,310.40863,29.42218,343.31702,51.2959
673,676,39.970202952381676,0.38755196,0.39177448,0.031267975,420.86615,136.76526,406.06665,173.89465
210,1169,20.345187523562856,0.38746515,0.12905645,0.24375325,-154.72107,-87.23912,-153.26593,-107.5322
657,1166,36.896288633723415,0.38731453,0.57413363,0.21885313,402.5251,-202.01022,437.79364,-191.17209
882,1221,40.7237332721235,0.3873125,0.41691247,0.080179855,195.68066,293.5199,174.75348,258.5846
605,636,38.92433899717619,0.38706037,0.116250455,0.21337837,359.28497,89.06387,376.5229,54.16461
723,864,22.855295099652864,0.38696548,0.20705864,0.28185394,494.49573,-209.92989,477.65192,-194.48157
572,574,23.37738004537319,0.38696048,-0.24331015,0.1588506,286.7777,231.66052,303.30823,248.19061
858,1068,45.09199450660178,0.3868536,0.39677525,0.2749353,432.1621,357.2033,389.331,371.30237
666,1099,36.807898293374365,0.3866084,0.3706872,0.20307074,404.5932,-15.605164,381.7832,13.2829895
152,156,23.279070586023963,0.38654912,0.4491505,0.25689173,-218.14777,-27.587524,-224.41525,-5.16803
612,650,15.210451268701139,0.38630098,0.3707573,0.068747014,345.99542,223.89545,361.10712,225.62592
328,356,42.95971301914293,0.38589725,0.4630365,0.17930597,10.42157,-171.57889,43.515747,-198.97072
608,642,21.50537924827773,0.38580322,0.1639901,0.29518184,341.91046,118.4317,362.64,112.70746
703,705,36.19327313702778,0.38570845,0.43837383,0.3215147,450.1574,122.39783,461.4569,156.78204
827,1056,49.03581872225147,0.3855908,0.2554031,0.29484805,320.16748,-28.812546,360.94904,-56.04077
238,1229,26.5479886558065,0.38558024,0.4464928,0.17468645,-85.05023,-203.91849,-69.104034,-182.69316
717,809,37.04434979616966,0.3853426,-0.31668738,0.15424617,436.66296,266.58542,405.50757,246.54483
330,361,22.146920163763404,0.38521582,0.5158867,0.123761944,32.884705,-118.137024,54.988342,-116.75309
285,287,23.064279997473285,0.38511202,0.117843404,0.31069863,-76.665405,184.03894,-53.76654,181.28159
844,954,35.243763360215816,0.38496578,0.46741134,0.124392875,594.6062,208.60083,561.9341,221.81656
393,396,28.15213305037333,0.3848786,-0.14982729,0.32219195,110.24286,-7.8925934,104.87018,19.742111
669,697,27.104567100481166,0.3844915,0.30522525,0.42687368,438.2978,35.150543,457.62762,54.15094
635,642,28.669325081195076,0.38444743,0.41566688,0.33331728,367.8742,84.51999,362.64,112.70746
192,1042,18.667408389481444,0.38389963,0.6089058,0.36425304,-179.07288,156.11328,-163.211,165.95569
233,916,20.174566322284747,0.3833692,0.6961189,0.04375778,-130.45047,292.85596,-110.28656,293.5116
158,909,42.17799500384923,0.38318488,0.12198063,0.07099725,-226.66531,19.405289,-196.75131,49.13971
126,1184,40.77183662195003,0.3830878,0.5348268,0.23242533,-251.4115,3.5517883,-277.7009,-27.612457
1031,1297,40.30129184775953,0.3830732,0.18367995,0.28150964,585.6566,-227.13191,594.2312,-187.75336
244,1010,47.36145647133145,0.38288438,0.007857922,0.09334445,-99.96387,-39.143967,-59.910645,-64.41939
2,1321,23.285475115712806,0.38242817,0.52250785,0.38923433,-473.34583,-93.76131,-474.16556,-117.03235
448,450,48.17423321848244,0.38234442,-0.18489306,0.18134373,139.38708,270.3325,128.14355,317.17627
454,956,48.63758867116582,0.38212556,0.24068375,0.3279534,167.0221,-223.05107,118.5567,-227.14017
624,1246,16.239552751138785,0.38198608,0.12055964,0.44893557,373.90283,-149.50504,357.6682,-149.9053
677,717,44.05803396863243,0.3816622,0.27387616,0.33032566,413.27515,229.2475,436.66296,266.58542
328,1186,26.888756902620983,0.38161942,0.6407255,0.27763918,10.42157,-171.57889,-2.0198364,-195.41618
753,1260,28.4820208427791,0.38158602,0.03673286,0.07487149,548.7611,-227.89069,523.95044,-213.90297
964,1180,13.843836056999377,0.38151562,0.4322616,0.28504443,583.56335,25.62268,587.672,38.842773
981,1157,13.647398449510746,0.38144422,0.49030083,0.24631022,196.68225,63.246307,202.6167,50.956726
182,183,20.642594686140242,0.3814118,0.4532438,0.32151335,-171.202,-39.529297,-170.29202,-18.906769
67,969,26.655944953439327,0.38135362,0.4354268,0.23518024,-330.41858,146.97086,-339.22607,172.1297
37,57,32.82038226748179,0.38097733,0.63572544,0.55367625,-372.96478,-86.09267,-350.39246,-109.91844
680,1102,45.33842801119415,0.38032624,-0.14894429,0.13988803,448.38995,-226.8301,444.4845,-181.66019
669,947,19.226766764662294,0.37976488,0.052681495,0.181767,438.2978,35.150543,425.21027,49.235474
168,997,49.3908705120153,0.37971467,0.56873804,0.11757384,-216.59766,224.02066,-196.87436,269.30255
718,748,20.478061613235536,0.37959158,0.55509675,0.25048023,460.0949,248.62598,480.453,250.83936
383,414,34.47982518784341,0.3794791,-0.052679684,0.14187612,109.102844,-205.09433,141.17639,-217.7492
361,1062,14.600940222319146,0.37934646,0.57087916,0.03745652,54.988342,-116.75309,69.114136,-113.05858
774,791,44.77787477781284,0.37929192,0.41234425,0.3414127,533.3905,149.25247,573.9806,130.34473
195,997,36.31476392947905,0.3791651,0.5831429,0.28407592,-177.33871,238.69012,-196.87436,269.30255
642,1291,18.763287212026054,0.37916142,0.14983739,0.41042233,362.64,112.70746,356.4369,130.41571
608,1291,18.831717488437196,0.37897065,0.11605365,0.24079779,341.91046,118.4317,356.4369,130.41571
325,356,32.96144243323217,0.37896764,0.26008028,0.27141193,13.381348,-185.61502,43.515747,-198.97072
641,1111,43.9959598836278,0.37886673,0.47711137,0.057220027,376.8432,127.40567,379.75488,171.30518
919,967,35.714985771047026,0.3787253,-0.106879935,0.1303806,124.3089,332.65863,155.43176,315.13928
607,608,21.550665770936604,0.37850508,-0.0009650833,0.1584847,330.11176,100.3978,341.91046,118.4317
14,851,25.002280872668827,0.37804618,0.41607726,0.45742193,-431.41815,-168.54976,-439.93628,-192.05626
481,1228,45.31565663424927,0.37797874,0.60808367,0.048729785,183.67188,315.97437,148.71802,287.13452
759,1260,41.20156954791308,0.37759358,-0.43043202,0.22280593,549.67896,-181.72203,523.95044,-213.90297
511,1117,10.326480160637596,0.37747857,0.87861824,0.061874494,223.55524,326.11786,233.25488,329.6609
559,1115,47.455445669361865,0.37740892,0.14133681,0.30566362,310.40863,29.42218,268.7829,52.210724
619,659,21.12196935144828,0.37730032,0.45031995,0.31456593,389.885,-201.77892,405.38934,-216.12302
431,1242,36.19485687490492,0.37664908,0.042628475,0.21885972,156.69055,-7.4318542,185.63177,-29.168304
705,739,34.41878310230405,0.37658346,0.5121274,0.2855261,461.4569,156.78204,475.69244,125.44513
397,439,47.370151079298125,0.3762444,-0.33119667,0.03782198,111.90466,57.39386,137.86023,97.02011
282,946,30.541018211209483,0.37620473,0.21449728,-0.046319384,-56.418213,110.51761,-45.87628,139.18155
895,1224,36.80467094890868,0.37597585,0.3690838,0.17276171,566.46423,303.3797,600.7328,289.95398
615,897,34.52561153647194,0.3754635,0.42764476,0.20412552,351.4148,266.36096,367.17273,297.08075
483,974,31.800932910695426,0.375457,0.17000364,0.30197042,232.50732,-220.12566,225.89746,-189.01924
614,649,31.162877892593535,0.37534544,0.05689817,0.11959952,351.052,240.96432,375.90454,222.16336
668,892,35.118418495924296,0.37492236,0.37146574,0.18122068,403.78625,49.65207,403.09595,14.540436
615,1076,27.011186199772236,0.3749143,0.6752988,0.2313752,351.4148,266.36096,332.656,285.79578
897,920,49.240791628818265,0.37489995,-0.0032659792,0.13195017,367.17273,297.08075,317.94623,298.26697
605,609,15.178787860774843,0.37476605,0.041919075,0.251448,359.28497,89.06387,346.7384,97.60666
634,636,20.956585633272173,0.37455502,0.5452187,0.15070954,379.81274,74.86136,376.5229,54.16461
836,844,41.41503465170264,0.3742968,0.5319642,0.3163531,576.89197,171.1654,594.6062,208.60083
589,1090,37.65459416432343,0.3741225,0.28514495,0.27854627,336.59143,-80.47508,313.41614,-110.15292
955,1198,41.81702262944409,0.37392756,0.01621193,0.18153009,557.63916,231.96289,527.6781,202.79102
954,1198,39.184736305443764,0.37388545,0.37279207,0.25115404,561.9341,221.81656,527.6781,202.79102
397,797,41.01372819621021,0.37383184,0.6923197,0.30264375,111.90466,57.39386,72.336914,46.599457
97,815,30.98288602578398,0.37359145,0.3542061,-0.045077216,-299.17093,200.57846,-315.59338,174.306
611,649,42.06468790491786,0.37356234,0.083121456,0.048303895,339.56763,243.35455,375.90454,222.16336
498,499,17.369137008935358,0.3730753,-0.16751288,0.13834599,229.03448,-6.5343475,215.45953,4.301132
414,1231,25.143605852392636,0.37283683,0.27815467,0.22802438,141.17639,-217.7492,116.26831,-214.31578
297,325,49.37749571510789,0.3725624,0.6519581,0.17988908,-22.987396,-152.21664,13.381348,-185.61502
354,1092,15.493196661626625,0.3722813,0.25634152,0.16197841,8.925446,375.77673,16.586243,362.31006
833,1131,17.541881201501873,0.3721724,0.2549693,0.14402075,42.36792,358.35785,57.739685,349.90643
833,1092,26.082845729281573,0.37213215,0.41152918,0.08698362,42.36792,358.35785,16.586243,362.31006
533,1021,44.82029959576398,0.37210086,0.48099265,0.11587435,269.9652,67.985016,309.15442,89.73508
119,1305,28.76617540562308,0.37193596,-0.15294608,0.03418195,-260.1408,-90.31697,-287.7246,-98.47949
582,1252,18.52329876412658,0.37166563,0.5690005,0.32227865,355.82367,-221.74525,358.39758,-203.40166
115,1078,17.421908487434234,0.37143397,0.710753,0.3140337,-266.26593,-132.76656,-283.22235,-128.76622
735,1107,41.541824205351226,0.37137806,0.5291309,0.2432059,495.6278,29.683167,519.6105,-4.236664
331,332,31.476913077856633,0.37136754,0.68238825,0.030356824,32.399536,-140.14845,5.386505,-123.990105
299,841,46.22711218389166,0.37131184,-0.10898368,0.23216732,-2.4075928,-113.39967,43.81952,-113.4055
297,949,49.59180048148582,0.3709148,0.5210984,0.10721414,-22.987396,-152.21664,-50.907104,-111.230835
729,905,39.755977483523345,0.37074605,-0.06655045,0.18251511,521.40283,-102.57057,524.86975,-142.1751
664,1241,33.40507777199444,0.37057543,0.53309876,0.19452944,422.61658,-38.38086,452.9226,-24.329391
1224,1244,43.92179273168811,0.37052578,0.4772775,0.2672328,600.7328,289.95398,583.20276,249.68213
612,645,39.61640004158893,0.37045637,0.32036653,0.22141472,345.99542,223.89545,369.19,191.77893
613,647,49.22994733857569,0.37024665,0.6782166,0.023273826,334.68933,228.35913,360.37207,186.35931
511,1215,39.48542226094863,0.36959806,-0.20327643,0.05605698,223.55524,326.11786,260.27197,340.643
681,864,16.658340460866345,0.36931717,0.09159353,0.12937342,461.00824,-193.78276,477.65192,-194.48157
511,882,42.890778674786674,0.36930147,0.33560175,0.04157638,223.55524,326.11786,195.68066,293.5199
521,1037,34.24489094433488,0.36929026,0.2825139,0.05052461,246.48523,-126.28032,279.1598,-116.02919
96,1063,46.35315291347763,0.3691305,-0.12570332,0.06357999,-302.891,140.60529,-274.9494,177.59018
755,1260,40.1217344922035,0.36889696,0.70966345,0.38401672,563.8884,-217.73842,523.95044,-213.90297
824,987,20.59233578882475,0.36886823,-0.0329202,0.19260296,594.72974,168.1903,588.26025,187.73999
523,939,44.76895404192059,0.36872724,-0.30342025,0.15729071,254.40149,-86.95459,217.97333,-112.978584
387,1109,42.09723867162831,0.36871043,0.53942597,0.112323605,91.17731,-124.69269,131.13824,-111.45256
1029,1061,32.425242283750315,0.36856067,0.19941579,0.16465269,-121.11621,232.01205,-115.58194,263.96152
997,1160,40.57724986140912,0.36836612,0.5529721,0.2188588,-196.87436,269.30255,-160.87689,288.02942
290,904,30.43338513105444,0.36791506,0.4055682,0.11075056,-62.18396,242.35928,-82.64874,219.8341
848,914,37.51937645152198,0.36785856,0.6784081,0.2789032,-354.6488,7.8417206,-317.62585,1.7585602
607,1291,39.926029663950175,0.3678037,0.20630638,0.20896849,330.11176,100.3978,356.4369,130.41571
695,947,42.3453465506496,0.36772278,0.46275654,0.13466124,439.2041,9.269226,425.21027,49.235474
307,1162,45.271465844537275,0.36771405,0.47649753,0.07320904,-1.7929688,69.05145,38.69409,48.7955
673,675,12.915692410591953,0.36752188,0.12890363,0.21133669,420.86615,136.76526,410.35883,129.25452
1097,1309,33.85093501903147,0.36741167,0.36397573,0.18322435,-306.63272,97.280396,-329.38733,122.34259
653,897,27.863407638567452,0.36732,0.19603896,0.13997887,385.85272,317.75507,367.17273,297.08075
414,956,24.49164175365906,0.36722958,-0.19704945,0.1914339,141.17639,-217.7492,118.5567,-227.14017
690,727,35.02163580083945,0.36700282,0.4881801,0.45039353,452.2074,-113.65227,485.02228,-125.887405
292,805,25.158798325194375,0.36700112,-0.1455298,0.34855312,-79.50577,271.65704,-82.02927,246.62512
547,582,47.28468812612944,0.36688098,0.522124,0.34682268,309.8247,-210.79367,355.82367,-221.74525
575,1076,29.918649521028037,0.3665153,0.5922154,0.14519931,306.088,272.03833,332.656,285.79578
422,986,17.3634421355332,0.36650532,0.4028669,-0.027670648,142.45752,-82.63995,159.25928,-87.0206
295,1193,14.291277168407088,0.3664958,0.37229818,0.13403773,-38.59308,346.41718,-24.44403,348.4284
666,929,18.80916700465647,0.36642855,0.64069426,0.3289143,404.5932,-15.605164,400.92517,-34.053207
882,965,14.786044625108177,0.36640692,0.6053043,0.024137273,195.68066,293.5199,197.6803,308.1701
671,913,21.60847267520941,0.36619702,0.5487275,0.15726528,424.87274,111.15872,440.5598,126.01947
186,995,33.77129906484714,0.36599156,0.5488967,0.2933872,-188.44116,65.69214,-163.66003,42.74881
582,619,39.48201619374332,0.36589065,-0.21309268,0.33685425,355.82367,-221.74525,389.885,-201.77892
14,17,30.46427540622923,0.36580864,0.656202,0.4674074,-431.41815,-168.54976,-406.3155,-151.28915
715,717,12.091813945350003,0.3658027,0.5018006,0.23081514,441.7588,277.55103,436.66296,266.58542
1111,1291,47.07098023558306,0.36542904,-0.30023956,0.20479293,379.75488,171.30518,356.4369,130.41571
325,327,33.07893534161546,0.3652094,0.3926922,0.17115784,13.381348,-185.61502,18.774902,-152.97876
445,474,32.059511407290096,0.3647985,-0.11990159,0.25022078,160.7063,172.38928,186.93207,153.94962
62,64,39.33460254607019,0.3644253,0.38159946,0.16135786,-316.6571,39.79312,-327.12823,77.708374
406,940,36.426322652625885,0.3636623,0.44729868,0.09196196,110.16107,238.99734,128.35986,207.44293
645,854,48.36187128483425,0.36354086,0.19795159,0.21685217,369.19,191.77893,324.19568,174.04813
131,1303,42.90940910214346,0.36331856,0.59067935,0.20325018,-258.11798,85.43207,-238.00717,47.527283
1027,1124,46.29722873364802,0.36320874,-0.2563457,-0.12704699,-266.12183,170.24225,-264.14355,216.4972
154,157,26.315367842044285,0.36307606,0.3947447,0.2926954,-232.69397,10.96727,-242.39244,-13.495728
719,1250,35.32155420964835,0.36300677,0.3109714,0.34451926,453.7976,265.42966,430.61267,238.7825
845,1267,26.4813988119649,0.36226055,0.03472518,0.21463509,233.50354,212.5119,242.62927,187.65259
853,996,17.911039031662867,0.3620568,-0.081838645,0.19762142,472.443,355.9583,466.88928,372.98657
618,619,19.065561729951465,0.36189783,0.33200926,0.10926932,371.25098,-197.7455,389.885,-201.77892
649,809,38.350949061817154,0.36159465,0.44111758,-0.021504255,375.90454,222.16336,405.50757,246.54483
633,668,34.48233599078152,0.36142138,0.3459238,0.1735386,380.6167,24.1138,403.78625,49.65207
759,1030,39.33096465398534,0.3612258,-0.18273151,0.14037271,549.67896,-181.72203,571.4376,-148.95795
1093,1291,38.74397191706446,0.3611614,-0.33730635,0.1321818,358.5749,169.10065,356.4369,130.41571
352,379,44.651985971652486,0.3611406,0.5995048,0.23265673,12.120056,311.11548,55.3703,300.0152
427,429,34.202827539888794,0.36077866,0.21755025,0.2118689,153.56543,-61.18158,123.01135,-45.81012
466,467,12.54954084862312,0.36041138,-0.22096209,0.1150726,188.1153,22.015808,175.97913,18.82138
1077,1244,15.011739816310891,0.3602292,0.5457611,0.17578486,593.4949,238.75397,583.20276,249.68213
504,534,15.075059348367601,0.36013025,0.4489987,0.26103696,225.27557,118.08423,239.53864,113.2034
695,696,32.10413961615801,0.35992125,0.31684035,0.40377048,439.2041,9.269226,457.17224,35.874146
645,1093,25.039671731654764,0.35971996,0.2580208,0.17045344,369.19,191.77893,358.5749,169.10065
256,1082,41.021093388927554,0.35965097,0.05633318,0.026553618,-107.089386,142.27328,-81.03198,110.5914
717,1081,36.50303343087367,0.35960233,-0.16702366,0.22034907,436.66296,266.58542,401.23712,257.78308
465,875,45.76035400380369,0.3595472,-0.09428743,0.21102604,193.01361,32.28955,233.59467,53.43637
919,1178,28.012668600230906,0.359087,0.4427074,0.23331723,124.3089,332.65863,113.05176,358.30988
548,1292,31.714390344045263,0.35884523,0.22609857,0.21418281,319.0453,-188.0144,291.14392,-203.09142
144,988,16.89623828363295,0.35870457,-0.15936567,0.22600584,-219.94006,-220.84842,-235.04387,-228.42192
975,1126,20.09623507288654,0.3586655,-0.0145238945,0.08751123,0.39520264,33.446655,-11.741791,49.463898
723,724,28.067606609087253,0.3584323,0.5339342,0.26190308,494.49573,-209.92989,521.1029,-200.99408
19,20,39.51053867181838,0.35793695,0.63658804,0.42478025,-414.56396,-98.073456,-439.1261,-67.12537
299,334,37.295329501093704,0.35790706,0.030432906,0.20647256,-2.4075928,-113.39967,32.223083,-99.55562
959,964,13.230874274852697,0.3577102,0.1363963,0.047539894,574.56934,35.326477,583.56335,25.62268
101,912,11.69869827647564,0.35766765,-0.017096357,0.2356682,-290.68195,262.63196,-283.98975,253.03644
568,571,10.773929713551253,0.35762334,0.108605154,0.14429457,293.84192,204.3808,301.8482,211.5903
555,827,38.50885424675125,0.35753417,0.28265488,0.199987,281.7608,-31.615936,320.16748,-28.812546
836,847,47.47300797317023,0.35752517,-0.046294447,0.16701612,576.89197,171.1654,599.1372,129.22693
547,583,42.76901795383194,0.35734123,-0.22578523,0.22498661,309.8247,-210.79367,337.15057,-177.89252
465,981,31.17338125928118,0.35729355,-0.38460195,0.025333788,193.01361,32.28955,196.68225,63.246307
