idx_a,idx_b,dist_um,syn_ab,syn_ba,syn_total,root_id_a,root_id_b
281,513,18.566902164873902,0,0,0,864691135466158917,864691136138803837
1227,1289,18.567986212834207,0,0,0,864691135503350082,864691135476769344
1275,1424,18.5693097340747,0,0,0,864691135939209988,864691135993767617
1068,1221,18.57120351511988,0,0,0,864691135738953860,864691135777789357
1333,1512,18.57293514768192,0,0,0,864691135448212882,864691135493149927
1582,1985,18.575347103082535,0,0,0,864691135858298670,864691135376096329
519,1566,18.576661486930398,0,0,0,864691136389921911,864691135732210873
558,1660,18.57851662539283,0,0,0,864691135398817569,864691135701629474
460,621,18.579989235734267,0,0,0,864691135562842337,864691135464162366
1447,2075,18.58200764180231,0,0,0,864691136026254649,864691135573327085
1090,1585,18.58270507757147,0,0,0,864691136010639022,864691136484732972
1495,2009,18.583132136429512,0,0,0,864691136968529870,864691135102151968
763,1370,18.588228533133567,0,0,0,864691135943149428,864691136274786494
442,2106,18.592743530743363,0,0,0,864691135361430087,864691135994235841
1806,2018,18.59596558396479,0,0,0,864691135340055782,864691135689417440
1176,1178,18.59897287486597,0,0,0,864691136021997560,864691135527713115
492,2019,18.602202020191104,0,0,0,864691136058646488,864691135409937097
995,2225,18.602771406433046,0,0,0,864691136814627955,864691136058895576
623,1445,18.610249219180297,0,0,0,864691135760050254,864691136336039091
264,1482,18.616962587919698,0,0,0,864691135577956101,864691135850033758
1305,1307,18.6178477810944,0,0,0,864691135503448898,864691135476790080
964,1219,18.619848334505853,0,0,0,864691136596177570,864691135839499155
706,1447,18.63021374005146,0,0,0,864691135503344477,864691136026254649
692,1352,18.632398450011745,0,0,0,864691135920381616,864691136392355711
691,2034,18.63684951916496,0,0,0,864691135576872222,864691135493546591
622,1651,18.63787799080147,0,0,0,864691135455507818,864691137056345206
1082,1436,18.645327993897006,0,0,0,864691135646017007,864691136298624539
1155,1473,18.64536403506241,0,0,0,864691135755384269,864691135295165196
1215,1382,18.652447346125953,0,0,0,864691134886792442,864691135773776459
310,549,18.65345437177788,0,0,0,864691134885645050,864691135865648254
597,603,18.65633104337504,0,0,0,864691135586773628,864691135572712485
674,2177,18.657442482827047,0,0,0,864691135335937513,864691135810473245
1155,1472,18.657675739491225,0,0,0,864691135755384269,864691135853088967
969,1904,18.661187957898033,0,0,0,864691136814508659,864691135886132080
459,2214,18.66183270742721,0,0,0,864691135196475434,864691136013554851
456,957,18.66349763575942,0,0,0,864691136275771917,864691135782330192
106,646,18.663629657705897,0,0,0,864691135787537348,864691135640398651
268,1693,18.663902271497275,0,0,0,864691135578670597,864691134919927050
1441,2142,18.670793448592406,0,0,0,864691135280481697,864691136034487483
870,2101,18.67120135395685,0,0,0,864691135566168599,864691136580010516
977,1401,18.671514989416366,0,0,0,864691135939017525,864691136275894285
968,1190,18.67605268786743,0,0,0,864691136926764362,864691135764062006
268,984,18.67805214683798,0,0,0,864691135578670597,864691135360300632
312,2096,18.67947750875281,0,0,0,864691135947873377,864691136619643867
538,749,18.680025695913688,0,0,0,864691135947366692,864691135465643333
281,570,18.681507433823484,0,0,0,864691135466158917,864691135782241616
2039,2234,18.68205556142047,0,0,0,864691135504168285,864691136524297617
1490,2083,18.682603672935972,0,0,0,864691135464795710,864691136364308962
1163,1542,18.684664085821787,0,0,0,864691135742247787,864691135741982868
1489,1812,18.685540934101997,0,0,0,864691135470787666,864691135646775791
98,192,18.687458896275857,0,0,0,864691135731966649,864691135477448360
502,683,18.692115985088474,0,0,0,864691135938816260,864691135782542416
1281,1662,18.692234109383477,0,0,0,864691135849634142,864691136138988157
203,537,18.692809312674076,0,0,0,864691135293398284,864691135694189759
1151,1600,18.694521122510718,0,0,0,864691135389195393,864691135659566210
148,2283,18.69558750079814,0,0,0,864691136967634382,864691136421324951
957,1066,18.700550580130066,0,0,0,864691135782330192,864691136488621842
2255,2301,18.70162688110311,0,0,0,864691135474504498,864691136177799686
969,1476,18.701777455632396,0,0,0,864691136814508659,864691136026155577
1113,1115,18.70194000632021,0,0,0,864691136489147922,864691136010068652
565,680,18.705746710570004,0,0,0,864691136618553563,864691135157210468
1067,1425,18.707496679139126,0,0,0,864691136579217172,864691135566657623
134,190,18.70760829181541,0,0,0,864691135946676260,864691135654715586
1145,1447,18.710768664060872,0,0,0,864691135941435393,864691136026254649
275,1159,18.71658259405278,0,0,0,864691135754881746,864691136425073455
1038,2036,18.717143371786246,0,0,0,864691135646147567,864691135858273326
617,1047,18.7198905979709,0,0,0,864691135430131760,864691135214246528
1500,2009,18.721128171133252,0,0,0,864691135520064650,864691135102151968
780,1645,18.72468317488975,0,0,0,864691135739008132,864691134919972106
164,1283,18.727343858646897,0,0,0,864691135384262362,864691135592283403
1201,1436,18.729380555693734,0,0,0,864691135324705692,864691136298624539
116,1996,18.73015963626577,0,0,0,864691135492276839,864691135928151310
1499,2023,18.733781252059096,0,0,0,864691135389168001,864691135587758716
834,1144,18.73408017491113,0,0,0,864691135562001633,864691136313406781
1186,1302,18.73536634282882,0,0,0,864691135369002233,864691135388660865
418,424,18.736874445862128,0,0,0,864691135136312089,864691135276188133
570,670,18.73868640006548,0,0,0,864691135782241616,864691135562052065
924,1424,18.7399893276384,0,0,0,864691135919749808,864691135993767617
118,1448,18.74189659559566,0,0,0,864691136012173475,864691135448256146
1198,2095,18.744778472950845,0,0,0,864691136927176778,864691136118805668
1113,1512,18.746873019253144,0,0,0,864691136489147922,864691135493149927
1671,2187,18.746927641616384,0,0,0,864691135567047191,864691134942472035
573,678,18.747091507751264,0,0,0,864691136311267930,864691135430290480
569,674,18.748183912048727,0,0,0,864691135694264511,864691135335937513
178,1263,18.75473017667803,0,0,0,864691135014734486,864691136274655166
1503,2052,18.757268884355156,0,0,0,864691136011684526,864691136446104451
1764,2283,18.76124174994819,0,0,0,864691135742824555,864691136421324951
263,1539,18.76349135955243,0,0,0,864691136488999186,864691135941975974
1761,1850,18.76538089141803,0,0,0,864691135119630813,864691135686399415
174,199,18.766410844911164,0,0,0,864691136228250961,864691136052101363
1840,1852,18.766971838844924,0,0,0,864691135465955397,864691137056393846
979,1172,18.76728387380544,0,0,0,864691136042515798,864691135787093956
487,721,18.769317941789993,0,0,0,864691136144827444,864691135738995588
205,954,18.770693753828095,0,0,0,864691135464633245,864691135773240571
606,1168,18.77534553610124,0,0,0,864691135885361520,864691135727278655
2117,2144,18.77575457871133,0,0,0,864691135774389755,864691135774294603
1530,1606,18.77789338557446,0,0,0,864691135810466333,864691136675427975
255,2301,18.779726941571884,0,0,0,864691135294441654,864691136177799686
1498,1894,18.782503347530614,0,0,0,864691135351096279,864691136953873631
871,1447,18.784763187221724,0,0,0,864691136391042167,864691136026254649
448,1561,18.78607143604012,0,0,0,864691135294480310,864691135699301397
1330,2261,18.786180452662556,0,0,0,864691136905560754,864691135499964947
2125,2167,18.792917814964152,0,0,0,864691135861093992,864691136086632812
516,678,18.7961800374438,0,0,0,864691135257669039,864691135430290480
1340,1591,18.798468022687413,0,0,0,864691135492991839,864691135587519868
489,1318,18.801084224054733,0,0,0,864691135404860654,864691135741458324
891,1118,18.803914486084974,0,0,0,864691136914541041,864691135585713528
1307,1317,18.8042973811839,0,0,0,864691135476790080,864691136058023640
57,1330,18.80495594251683,0,0,0,864691136974813212,864691136905560754
2295,2301,18.806228755388496,0,0,0,864691134966714655,864691136177799686
1212,1578,18.806637126291395,0,0,0,864691136013161891,864691135802215266
1542,1838,18.811890707741153,0,0,0,864691135741982868,864691135518173395
1519,2030,18.8129589379236,0,0,0,864691136438666398,864691135977010031
180,1444,18.813741361037142,0,0,0,864691136005322698,864691135464928318
1496,1562,18.81634183362958,0,0,0,864691136196969548,864691136042982742
431,528,18.818203952556154,0,0,0,864691135361432391,864691135948010081
1517,1838,18.819770030475922,0,0,0,864691136485007404,864691135518173395
434,1391,18.822952797050743,0,0,0,864691136311179354,864691135640929595
758,1334,18.824815961915714,0,0,0,864691136523628945,864691136025624889
163,972,18.826180919134945,0,0,0,864691136674744199,864691134918921738
1458,1788,18.826366192125324,0,0,0,864691136126503206,864691135540272498
78,1538,18.829928518186197,0,0,0,864691135545730856,864691135757083346
2034,2098,18.833408613418857,0,0,0,864691135493546591,864691136954019039
573,2097,18.840040764287174,0,0,0,864691136311267930,864691135886208112
1482,1691,18.843872213534087,0,0,0,864691135850033758,864691136381353685
1600,2121,18.844334108691662,0,0,0,864691135659566210,864691136058804696
490,516,18.84494542311011,0,0,0,864691135294442678,864691135257669039
666,1317,18.84542597024554,0,0,0,864691136057790424,864691136058023640
246,618,18.84582669982932,0,0,0,864691135480800198,864691135587666812
943,1844,18.850152678426692,0,0,0,864691136137237899,864691135294361782
275,613,18.851836621401127,0,0,0,864691135754881746,864691136484364844
937,960,18.852488429912842,0,0,0,864691135763364662,864691135133991072
2121,2259,18.853420273255495,0,0,0,864691136058804696,864691136011768494
1439,1641,18.856298682403107,0,0,0,864691136665051614,864691136438496158
704,1503,18.860737631386467,0,0,0,864691135878468435,864691136011684526
216,1499,18.863017786133838,0,0,0,864691135405700334,864691135389168001
759,958,18.87745745591818,0,0,0,864691135773724747,864691134949041148
1536,2228,18.87834738529836,0,0,0,864691136814655859,864691136968773070
1415,1599,18.878542316609142,0,0,0,864691136913993713,864691136975624220
1212,1284,18.88586349627676,0,0,0,864691136013161891,864691136274712254
1511,1525,18.889109666683595,0,0,0,864691136925094628,864691135920800688
703,2281,18.88957045567743,0,0,0,864691135976063855,864691135577816862
1808,2226,18.890038009490585,0,0,0,864691135994134977,864691135295330828
1453,2312,18.89122547639514,0,0,0,864691136604001745,864691136111559352
276,2282,18.90349893538237,0,0,0,864691136436788382,864691136111556792
1536,2224,18.90384934345392,0,0,0,864691136814655859,864691136453442303
1493,2151,18.904072788687582,0,0,0,864691136314404669,864691135584629613
1357,1599,18.90754769926553,0,0,0,864691136118337956,864691136975624220
196,1273,18.90811635250849,0,0,0,864691135082074359,864691135101824288
736,2311,18.91009296645573,0,0,0,864691135583223405,864691135858363694
429,604,18.910348489649838,0,0,0,864691135773074683,864691135778335328
1000,2177,18.912250421353857,0,0,0,864691135510406921,864691135810473245
944,2064,18.919991543338508,0,0,0,864691135276504549,864691135577749022
935,1227,18.92101984566376,0,0,0,864691136363161570,864691135503350082
178,1140,18.922259484533043,0,0,0,864691135014734486,864691135990134784
472,1339,18.923664761351052,0,0,0,864691135764890678,864691135885663600
1287,1348,18.92435636950432,0,0,0,864691135431088176,864691135662460400
1162,1847,18.924586336298088,0,0,0,864691135274195217,864691135511316745
1076,1519,18.926425970055792,0,0,0,864691135717299738,864691136438666398
433,936,18.9305915385653,0,0,0,864691137021162094,864691135469807954
1249,1662,18.932273397561048,0,0,0,864691136239387708,864691136138988157
699,714,18.932347767775752,0,0,0,864691135838788755,864691136742244188
1163,2280,18.934512827110183,0,0,0,864691135742247787,864691135593133067
1029,2218,18.93491843130046,0,0,0,864691135853091015,864691136381346005
1168,1274,18.938918237322838,0,0,0,864691135727278655,864691135592276491
1859,2016,18.944168918165847,0,0,0,864691135060651419,864691136299026971
822,1832,18.948006333121192,0,0,0,864691136914445809,864691135343818161
1464,2229,18.94941983280759,0,0,0,864691135928395278,864691135939949365
463,1312,18.95124185904441,0,0,0,864691135502885954,864691136335553971
1069,1608,18.95643510789946,0,0,0,864691136010027182,864691135350717399
687,2190,18.95814505694053,0,0,0,864691135941300993,864691134991032954
418,1220,18.96075103997739,0,0,0,864691135136312089,864691135989177347
147,1320,18.96261247824253,0,0,0,864691135772774651,864691135655894978
1149,1180,18.963186230167068,0,0,0,864691135211756736,864691136927119946
699,1202,18.963977641834585,0,0,0,864691135838788755,864691136196265704
611,613,18.96569197261204,0,0,0,864691135361548615,864691136484364844
192,223,18.966101971675663,0,0,0,864691135477448360,864691135809456669
1233,2169,18.968917734019556,0,0,0,864691136196202472,864691135739587697
225,1304,18.97214294696303,0,0,0,864691135700757026,864691135212078784
1541,2259,18.972709664146485,0,0,0,864691135478429352,864691136011768494
1134,2228,18.973443335356922,0,0,0,864691135490505018,864691136968773070
1301,1317,18.98355498846307,0,0,0,864691136041000190,864691136058023640
2074,2207,18.985119225330152,0,0,0,864691134942468707,864691135732518585
1186,2040,18.98678951271127,0,0,0,864691135369002233,864691135977768259
583,729,18.98851526581254,0,0,0,864691136052637171,864691135060094107
1461,2158,18.994598390068752,0,0,0,864691135277309669,864691136968687310
585,823,18.994661986989964,0,0,0,864691135546161704,864691135726140843
450,1796,18.99683342033608,0,0,0,864691135276132325,864691135277186789
453,839,18.99733033876072,0,0,0,864691136389679223,864691136445215875
185,1126,18.99757458203547,0,0,0,864691135611337735,864691135396115189
507,1685,19.0014870996982,0,0,0,864691135726939455,864691135577644574
568,1142,19.003085223194628,0,0,0,864691135694246079,864691134949350652
248,549,19.004659639151697,0,0,0,864691136424990255,864691135865648254
500,1621,19.006659885419108,0,0,0,864691135801267554,864691135398892065
722,1328,19.00682151228861,0,0,0,864691135611019015,864691136006519498
202,511,19.00757575284124,0,0,0,864691135778675552,864691135067448132
1516,2170,19.011669679436363,0,0,0,864691135810492189,864691136336192947
1517,1808,19.01174542223834,0,0,0,864691136485007404,864691135994134977
830,1804,19.013657407242814,0,0,0,864691135351066583,864691135717163802
685,1451,19.014222887091698,0,0,0,864691136438469534,864691136381224149
1155,1491,19.01425486312836,0,0,0,864691135755384269,864691135280944545
464,1856,19.015062660953824,0,0,0,864691135498973715,864691135562780385
879,1829,19.018032705829544,0,0,0,864691135271343525,864691135939477508
1177,1223,19.019324909154907,0,0,0,864691135476581440,864691135214611512
1127,2184,19.019585694751555,0,0,0,864691135347733151,864691135466236229
536,2272,19.024062237072282,0,0,0,864691135699522069,864691136619693275
616,847,19.024990722730976,0,0,0,864691136523033233,864691135517376211
1163,2226,19.026798784871758,0,0,0,864691135742247787,864691135295330828
776,936,19.027659866625783,0,0,0,864691135356708303,864691135469807954
735,1075,19.02924065747242,0,0,0,864691135473540914,864691135448215698
964,1215,19.032146279387376,0,0,0,864691136596177570,864691134886792442
1071,1464,19.033793946557306,0,0,0,864691136438717086,864691135928395278
1563,1833,19.034353784670557,0,0,0,864691135885911920,864691135387535957
631,1091,19.03573061376951,0,0,0,864691135773731403,864691136619939213
149,1391,19.046293077656888,0,0,0,864691135492371303,864691135640929595
121,1859,19.0470995167243,0,0,0,864691135503004765,864691135060651419
541,952,19.04748928336747,0,0,0,864691134989919098,864691135123833127
453,595,19.047958000793734,0,0,0,864691136389679223,864691135757002450
494,495,19.048913879799017,0,0,0,864691135304641703,864691135398805281
822,1136,19.06344942553673,0,0,0,864691136914445809,864691135395833333
582,2292,19.06344942553687,0,0,0,864691135562004193,864691135102433056
99,2099,19.066200460500735,0,0,0,864691135611140359,864691135325413788
1203,1210,19.067811620634412,0,0,0,864691135868684566,864691135868957462
223,666,19.06997472468176,0,0,0,864691135809456669,864691136057790424
1483,1883,19.071223138540397,0,0,0,864691136968542926,864691134966495519
438,933,19.07200671140829,0,0,0,864691136596060322,864691136287879619
227,2118,19.072812063248605,0,0,0,864691135561699041,864691135084038647
255,2289,19.074925950052787,0,0,0,864691135294441654,864691135060869787
467,561,19.07538896064769,0,0,0,864691135489677882,864691135276234469
507,2082,19.075437609659158,0,0,0,864691135726939455,864691135955877896
168,1805,19.07711508588236,0,0,0,864691136419797655,864691136022520056
116,624,19.078926594544058,0,0,0,864691135492276839,864691135569363948
928,980,19.08800838222783,0,0,0,864691136195537366,864691135234582361
945,2083,19.08895890298892,0,0,0,864691135853055175,864691136364308962
499,1829,19.089716603449123,0,0,0,864691135801163874,864691135939477508
312,883,19.094914087264137,0,0,0,864691135947873377,864691135816832591
56,1492,19.09528779568408,0,0,0,864691135492613471,864691135336847849
601,610,19.095669875655027,0,0,0,864691135539591282,864691135941293057
2286,2293,19.095937997385704,0,0,0,864691135336954857,864691135375888840
1832,2204,19.098397838562278,0,0,0,864691135343818161,864691136438529438
82,1276,19.099496956726338,0,0,0,864691135495542672,864691135849610334
219,1514,19.100879142070937,0,0,0,864691135162585389,864691135954680867
711,1457,19.10107850358199,0,0,0,864691135727925311,864691135976979567
2222,2270,19.10607861388618,0,0,0,864691136229363025,864691135274860817
529,1554,19.107945991131604,0,0,0,864691135698820373,864691135465795653
1539,1590,19.115187678911262,0,0,0,864691135941975974,864691135920571056
727,1885,19.118768161155238,0,0,0,864691135741963627,864691135325487004
588,2043,19.118910429205894,0,0,0,864691135725748139,864691136058745048
1790,2132,19.119002484439427,0,0,0,864691135465932357,864691134991010426
752,2186,19.121240127146592,0,0,0,864691135892048777,864691135351022807
93,417,19.125622604244768,0,0,0,864691135341198789,864691135519106442
1149,1355,19.12692761527579,0,0,0,864691135211756736,864691135183693826
582,680,19.12700959376559,0,0,0,864691135562004193,864691135157210468
732,1459,19.1299137478453,0,0,0,864691135396794101,864691136364362466
1196,2127,19.1330097998198,0,0,0,864691135646292719,864691135336840425
433,1299,19.140180145442702,0,0,0,864691137021162094,864691135701272610
1170,1258,19.141218352027632,0,0,0,864691136579358228,864691135124146727
426,1066,19.144628489474464,0,0,0,864691136380400341,864691136488621842
2082,2182,19.145136614816813,0,0,0,864691135955877896,864691136453384959
594,1225,19.145898777545057,0,0,0,864691135014256630,864691136913691121
1200,2127,19.149040707043312,0,0,0,864691136195652328,864691135336840425
446,494,19.15178111821458,0,0,0,864691136195824204,864691135304641703
597,1276,19.152690046048406,0,0,0,864691135586773628,864691135849610334
687,1475,19.15451278419783,0,0,0,864691135941300993,864691135124603687
1077,1484,19.155922739455708,0,0,0,864691136381243349,864691135405713902
436,1447,19.16053443931046,0,0,0,864691136239859772,864691136026254649
2009,2109,19.161309349833044,0,0,0,864691135102151968,864691135135019168
243,490,19.16219110644711,0,0,0,864691135584504429,864691135294442678
672,2305,19.16336671882062,0,0,0,864691136674327431,864691135258646703
1223,1966,19.172199873775575,0,0,0,864691135214611512,864691135686442423
165,963,19.174816817899544,0,0,0,864691136903387826,864691136904967346
694,715,19.17620024926732,0,0,0,864691135375351369,864691136523081105
424,534,19.17630537929554,0,0,0,864691135276188133,864691136275807757
1584,2017,19.17923043294491,0,0,0,864691135779716797,864691135570301676
1047,2212,19.18091217851749,0,0,0,864691135214246528,864691135861182824
178,1811,19.181330923582994,0,0,0,864691135014734486,864691135387513685
180,1668,19.182612126610895,0,0,0,864691136005322698,864691135164887853
1600,2293,19.183301071504868,0,0,0,864691135659566210,864691135375888840
1109,1835,19.187095663492162,0,0,0,864691135476495936,864691136118686884
1073,2282,19.19137306187346,0,0,0,864691135662802416,864691136111556792
509,580,19.19473427792109,0,0,0,864691136042462038,864691136975144988
170,847,19.19621962783303,0,0,0,864691135688186080,864691135517376211
1498,2057,19.19949332664795,0,0,0,864691135351096279,864691135196576298
606,1352,19.202586492449385,0,0,0,864691135885361520,864691136392355711
1306,2033,19.203259723286525,0,0,0,864691135849640798,864691136041575422
1251,1284,19.20736025590179,0,0,0,864691136125840678,864691136274712254
555,2025,19.20973086745359,0,0,0,864691135763433270,864691135448130450
1918,2074,19.2114915610423,0,0,0,864691135405626862,864691134942468707
563,721,19.21415644778618,0,0,0,864691136524089489,864691135738995588
785,1798,19.21847111504977,0,0,0,864691135155894884,864691135573191405
241,2289,19.220389173999664,0,0,0,864691136043283030,864691135060869787
1604,1821,19.222854730762556,0,0,0,864691136927566154,864691135727799359
555,1897,19.222873042290058,0,0,0,864691135763433270,864691135470556242
1487,2233,19.22916618057062,0,0,0,864691136620914829,864691135685620210
1935,2135,19.229477371993166,0,0,0,864691136196240342,864691135810495005
707,1312,19.231282848525733,0,0,0,864691135779683261,864691136335553971
616,1288,19.237297107442092,0,0,0,864691136523033233,864691135577221406
1759,1858,19.240266110425736,0,0,0,864691135464678206,864691135447888274
467,1499,19.244860924413057,0,0,0,864691135489677882,864691135389168001
746,1369,19.244988958167742,0,0,0,864691135720245297,864691135119409885
693,2288,19.25023428428855,0,0,0,864691136052688115,864691134966710559
492,665,19.251958030288765,0,0,0,864691136058646488,864691135943593332
161,965,19.25475525681901,0,0,0,864691135994804394,864691135684809458
947,982,19.25731611621932,0,0,0,864691135417307322,864691135566274391
987,1227,19.25924193731416,0,0,0,864691135778465376,864691135503350082
2121,2315,19.260657517333083,0,0,0,864691136058804696,864691135886314096
512,1458,19.264106311998997,0,0,0,864691135948215076,864691136126503206
673,1070,19.266983157723548,0,0,0,864691136991359893,864691136228491601
414,2021,19.27139392986403,0,0,0,864691135519105162,864691136675875719
486,733,19.273089217870496,0,0,0,864691135784641843,864691136953631711
1149,1250,19.273899449774078,0,0,0,864691135211756736,864691136742623580
1482,2305,19.27426304687162,0,0,0,864691135850033758,864691135258646703
991,992,19.275519811408458,0,0,0,864691135763549238,864691136603306193
173,223,19.276343221679763,0,0,0,864691135279678881,864691135809456669
237,1465,19.278267142043635,0,0,0,864691136021595384,864691135778773856
512,1788,19.27848126798375,0,0,0,864691135948215076,864691135540272498
434,527,19.279676345831177,0,0,0,864691136311179354,864691135885298544
998,1596,19.2887084067338,0,0,0,864691135503367517,864691136372759688
2285,2301,19.29430174948038,0,0,0,864691135886300016,864691136177799686
679,1640,19.29645770601427,0,0,0,864691135741930603,864691136011686318
468,2080,19.298261890646994,0,0,0,864691135727867967,864691134950156796
193,1200,19.298653217258423,0,0,0,864691135969582181,864691136195652328
827,1082,19.30070257788555,0,0,0,864691136674495623,864691135646017007
602,1255,19.300855110590273,0,0,0,864691135782278224,864691135183646466
2089,2294,19.30154646653994,0,0,0,864691136034412219,864691135357351375
91,1198,19.302634017149,0,0,0,864691135404765166,864691136927176778
1516,1518,19.3056973974005,0,0,0,864691135810492189,864691135184104194
1031,1133,19.310402585135318,0,0,0,864691135417443514,864691135384344043
1147,1831,19.312048052964208,0,0,0,864691135210358137,864691135448698196
550,2144,19.314036346657375,0,0,0,864691135498997267,864691135774294603
1816,1975,19.31411421732822,0,0,0,864691135778954848,864691135750958889
1426,1735,19.316819614004825,0,0,0,864691135164434989,864691135115269785
568,688,19.317215534336135,0,0,0,864691135694246079,864691136021865976
951,1979,19.31933746276008,0,0,0,864691135447312274,864691135409859785
829,1863,19.320132504721595,0,0,0,864691135849300318,864691136968306126
1143,1736,19.320874514369244,0,0,0,864691134919403530,864691135751110185
935,1091,19.32389525949676,0,0,0,864691136363161570,864691136619939213
992,1249,19.32429765864728,0,0,0,864691136603306193,864691136239387708
1530,1786,19.324305938377215,0,0,0,864691135810466333,864691135977654851
516,1482,19.327264886682773,0,0,0,864691135257669039,864691135850033758
1351,1440,19.329246648537502,0,0,0,864691135587260796,864691135569900780
510,1987,19.329458554237885,0,0,0,864691136380312021,864691136026013497
723,1799,19.332052555277244,0,0,0,864691135892202633,864691136138779517
184,1301,19.34030237612646,0,0,0,864691135565770007,864691136041000190
586,1164,19.343637713729027,0,0,0,864691136975088156,864691135939049988
421,528,19.344193547418907,0,0,0,864691135519178378,864691135948010081
686,1306,19.34542922759796,0,0,0,864691135725842603,864691135849640798
1250,1309,19.348136861207124,0,0,0,864691136742623580,864691135939462453
1619,2025,19.354604206751354,0,0,0,864691135496440208,864691135448130450
1288,1724,19.35471002107763,0,0,0,864691135577221406,864691135702887291
116,770,19.358446218640594,0,0,0,864691135492276839,864691136742708828
789,2236,19.35976363492071,0,0,0,864691135570791558,864691135778572973
1115,1511,19.361619766951282,0,0,0,864691136010068652,864691136925094628
1494,2200,19.362413072755245,0,0,0,864691136137239691,864691135741874836
1388,1698,19.362685764118503,0,0,0,864691136380757461,864691135014966262
1626,1792,19.36456309860879,0,0,0,864691136275166398,864691135779629245
286,1297,19.364959695284686,0,0,0,864691135274355473,864691135686055351
585,1602,19.367775298159682,0,0,0,864691135546161704,864691136042989910
116,527,19.370608663642926,0,0,0,864691135492276839,864691135885298544
1511,1831,19.370978705269305,0,0,0,864691136925094628,864691135448698196
1155,1537,19.372533133279212,0,0,0,864691135755384269,864691136391027728
589,2297,19.372564517894823,0,0,0,864691135294520844,864691136927801674
878,949,19.37415845914344,0,0,0,864691135702061947,864691135014681590
1248,1251,19.37584971039979,0,0,0,864691135809663773,864691136125840678
1116,2018,19.3768740513015,0,0,0,864691134949263100,864691135689417440
830,1780,19.379745302763865,0,0,0,864691135351066583,864691135464671550
1517,1895,19.383232341382143,0,0,0,864691136485007404,864691135215023416
769,1274,19.38408419296616,0,0,0,864691136125985318,864691135592276491
1016,1259,19.38900471917015,0,0,0,864691135346571423,864691136579408916
701,2121,19.394404141401175,0,0,0,864691135782506832,864691136058804696
1539,1567,19.394805077649032,0,0,0,864691135941975974,864691135802341986
1381,2144,19.395280250617716,0,0,0,864691135350542039,864691135774294603
735,1831,19.400936884594064,0,0,0,864691135473540914,864691135448698196
1918,2265,19.401451492092,0,0,0,864691135405626862,864691136976001308
130,663,19.404195834921918,0,0,0,864691135742327147,864691135885635952
689,2301,19.406733676742302,0,0,0,864691135990004992,864691136177799686
521,1818,19.408369328719974,0,0,0,864691135778815421,864691135742756203
1499,1812,19.408468254862292,0,0,0,864691135389168001,864691135646775791
2097,2169,19.408997501159106,0,0,0,864691135886208112,864691135739587697
1580,2120,19.409002447318105,0,0,0,864691135274830353,864691136034464443
1107,1140,19.41058020771148,0,0,0,864691135779705021,864691135990134784
17,1878,19.415985166866946,0,0,0,864691135384285931,864691136814345075
1317,1438,19.41842588883044,0,0,0,864691136058023640,864691136177127174
211,2105,19.420283005146942,0,0,0,864691136227297105,864691135325426076
1508,2182,19.42165554220343,0,0,0,864691135954640675,864691136453384959
175,759,19.422156419924136,0,0,0,864691135693735103,864691135773724747
459,1532,19.425714916058983,0,0,0,864691135196475434,864691135977045871
620,1140,19.429093236690118,0,0,0,864691135989943040,864691135990134784
1121,1542,19.429587334784053,0,0,0,864691135339600102,864691135741982868
182,548,19.4296680362789,0,0,0,864691135387753601,864691136488591378
865,966,19.43146479295885,0,0,0,864691135996104618,864691135786943684
173,184,19.43158995038749,0,0,0,864691135279678881,864691135565770007
583,1319,19.431879785548272,0,0,0,864691136052637171,864691136006493898
164,1272,19.432171263139907,0,0,0,864691135384262362,864691135343097029
157,434,19.4332498568819,0,0,0,864691135778290109,864691136311179354
831,1327,19.434542443803473,0,0,0,864691135346975135,864691136195798504
516,1414,19.435688410756104,0,0,0,864691135257669039,864691135309290822
1499,2132,19.439361306380373,0,0,0,864691135389168001,864691134991010426
500,2174,19.445266776262006,0,0,0,864691135801267554,864691136108410329
219,2225,19.44565679014206,0,0,0,864691135162585389,864691136058895576
1257,1780,19.446339706998867,0,0,0,864691135685087474,864691135464671550
208,571,19.44642527561303,0,0,0,864691136363303138,864691135387988609
619,2019,19.448524879794906,0,0,0,864691136619529179,864691135409937097
1539,1838,19.453473520171087,0,0,0,864691135941975974,864691135518173395
587,1807,19.455356897266064,0,0,0,864691135810773452,864691135867984005
142,277,19.45715786028377,0,0,0,864691135927647956,864691135739733140
243,1829,19.459585195990197,0,0,0,864691135584504429,864691135939477508
997,1084,19.46001438848393,0,0,0,864691135491891559,864691135868435734
1505,1918,19.460685291119656,0,0,0,864691136968585678,864691135405626862
1789,1979,19.464840096954223,0,0,0,864691135920776624,864691135409859785
1103,1822,19.465985924170457,0,0,0,864691135347725215,864691136053465587
264,879,19.46605661144544,0,0,0,864691135577956101,864691135271343525
156,741,19.46887896104962,0,0,0,864691135585266808,864691135308295238
1444,1461,19.471061604339873,0,0,0,864691135464928318,864691135277309669
471,2158,19.472588733910037,0,0,0,864691135469753426,864691136968687310
2076,2176,19.473888158249242,0,0,0,864691135738969220,864691136043380566
1564,2157,19.474307176379885,0,0,0,864691136814180211,864691134887444986
1448,1475,19.4754655913537,0,0,0,864691135448256146,864691135124603687
473,1735,19.479014348780627,0,0,0,864691135732377785,864691135115269785
1111,1264,19.48294351477727,0,0,0,864691134949248508,864691136125956134
